"instruction","question","response","prompt"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","Instructions for filling e-passport form","Answer: 1. The e-passport application form can be filled online. 2. No document attestation will be required in case of e-passport application. 3. No photograph attachment and attestation will be required in the e-passport form. 4. Application form should be filled according to National Identity Card (NID) or Online Birth Registration Certificate (BRC English Version). 5. For minor (less than 18 years) applicants who do not have a National Identity Card (NID), the National Identity Card (NID) number of their father or mother must be mentioned. 6. National Identity Card (NID) or Online Birth Registration Certificate (BRC English Version) should be submitted as per the following age- (A) Online Birth Certificate (BRC English Version) if below 18 years. (b) National Identity Card (NID) or Online Birth Registration Certificate (BRC English Version) if 18-20 years (c) National Identity Card (NID) is required if above 20 years. However, online birth registration certificate (BRC English Version) will be accepted in case of application from Bangladesh mission abroad. 7. Serial numbers marked with an asterisk must be filled in. 8. In case of adoption/guardianship, an order issued by the Department of Security Services, Ministry of Home Affairs should be submitted along with the passport application. 9. The application should be submitted to the concerned Departmental Passport and Visa Office/Regional Passport Office/Bangladesh Mission Abroad at the present address. 10. For all applications below 18 years and above 65 years e-passport will be valid for 05 years and 48 pages. 11. Relevant technical certificates (eg: Doctor, Engineer, Driver etc.) should be uploaded/attached. 12. Relevant GO/NOC/Certificate/Retirement Leave Order/Pension Book should be uploaded/attached to the Issuing Authority's respective Website, as applicable. 13. Marriage certificate/nikahnama where applicable and talaqnama in case of divorce should be submitted. 14. Other charges (if any) including VAT at the prescribed rate shall be payable in addition to the fees applicable to applications within the country. In case of application abroad also the fee prescribed by the government will be payable. 15. For diplomatic passports, applications must be submitted to the Consular and Welfare Wing of the Ministry of Foreign Affairs or the Head Office of the Directorate of Immigration and Passports. 16. When applying for a new passport from a foreign mission, the contact address of Bangladesh should be mentioned in the permanent address column. 17. In case of urgent passport application (new issue) police clearance certificate must be obtained on own initiative and submitted along with the application. 18. (a) If police clearance is submitted along with the application for emergency passport within the country, the passport will be issued within 2 working days, provided all other information is correct. (b) If police clearance is submitted along with the application for emergency passport within the country, the passport will be issued within 7 working days, provided all other information is correct. (c) If police clearance is submitted along with the application for obtaining a regular passport within the country, the passport will be issued within 15 working days, subject to all other information being correct. 19. Original National Identity Card (NID), Online Birth Registration Certificate (BRC English Version) and technical certificate as applicable, Government Order (GO)/No Objection (NOC) should be produced/submitted at the time of application. 20. In case of re-issue of passport original passport must be produced. 21. Original GD copy to be produced/submitted in case of lost passport. 22. In case of application below 06 years of age, 3R (3R Size) size (lab print gray background) photograph should be submitted. 23. If your passport is lost or stolen, you should report it to the nearest police station immediately. At the time of applying for a new passport, the application form must be submitted along with the photocopy of the old passport and the GD copy. Data sources: Exit Branch 1, Department of Security Services, Ministry of Home Affairs Memorandum No. 58.00.0000.040.01.003.16-1234","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: Instructions for filling e-passport form

###response: Answer: 1. The e-passport application form can be filled online. 2. No document attestation will be required in case of e-passport application. 3. No photograph attachment and attestation will be required in the e-passport form. 4. Application form should be filled according to National Identity Card (NID) or Online Birth Registration Certificate (BRC English Version). 5. For minor (less than 18 years) applicants who do not have a National Identity Card (NID), the National Identity Card (NID) number of their father or mother must be mentioned. 6. National Identity Card (NID) or Online Birth Registration Certificate (BRC English Version) should be submitted as per the following age- (A) Online Birth Certificate (BRC English Version) if below 18 years. (b) National Identity Card (NID) or Online Birth Registration Certificate (BRC English Version) if 18-20 years (c) National Identity Card (NID) is required if above 20 years. However, online birth registration certificate (BRC English Version) will be accepted in case of application from Bangladesh mission abroad. 7. Serial numbers marked with an asterisk must be filled in. 8. In case of adoption/guardianship, an order issued by the Department of Security Services, Ministry of Home Affairs should be submitted along with the passport application. 9. The application should be submitted to the concerned Departmental Passport and Visa Office/Regional Passport Office/Bangladesh Mission Abroad at the present address. 10. For all applications below 18 years and above 65 years e-passport will be valid for 05 years and 48 pages. 11. Relevant technical certificates (eg: Doctor, Engineer, Driver etc.) should be uploaded/attached. 12. Relevant GO/NOC/Certificate/Retirement Leave Order/Pension Book should be uploaded/attached to the Issuing Authority's respective Website, as applicable. 13. Marriage certificate/nikahnama where applicable and talaqnama in case of divorce should be submitted. 14. Other charges (if any) including VAT at the prescribed rate shall be payable in addition to the fees applicable to applications within the country. In case of application abroad also the fee prescribed by the government will be payable. 15. For diplomatic passports, applications must be submitted to the Consular and Welfare Wing of the Ministry of Foreign Affairs or the Head Office of the Directorate of Immigration and Passports. 16. When applying for a new passport from a foreign mission, the contact address of Bangladesh should be mentioned in the permanent address column. 17. In case of urgent passport application (new issue) police clearance certificate must be obtained on own initiative and submitted along with the application. 18. (a) If police clearance is submitted along with the application for emergency passport within the country, the passport will be issued within 2 working days, provided all other information is correct. (b) If police clearance is submitted along with the application for emergency passport within the country, the passport will be issued within 7 working days, provided all other information is correct. (c) If police clearance is submitted along with the application for obtaining a regular passport within the country, the passport will be issued within 15 working days, subject to all other information being correct. 19. Original National Identity Card (NID), Online Birth Registration Certificate (BRC English Version) and technical certificate as applicable, Government Order (GO)/No Objection (NOC) should be produced/submitted at the time of application. 20. In case of re-issue of passport original passport must be produced. 21. Original GD copy to be produced/submitted in case of lost passport. 22. In case of application below 06 years of age, 3R (3R Size) size (lab print gray background) photograph should be submitted. 23. If your passport is lost or stolen, you should report it to the nearest police station immediately. At the time of applying for a new passport, the application form must be submitted along with the photocopy of the old passport and the GD copy. Data sources: Exit Branch 1, Department of Security Services, Ministry of Home Affairs Memorandum No. 58.00.0000.040.01.003.16-1234

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","Functioning a new Regional Passport Office (RPO), Dhaka West (Mohammadpur) from 26 February 2023","Answer: Last updated: 20 february 2023 Dear Applicant Thank you for submitting passport application. You will be happy to know that Department of Immigration & Passport (DIP) will start functioning a new Passport Office, Dhaka West (Mohammadpur) from 26 February 2023 for better citizen service. Passport Office, Dhaka West (Mohammadpur) will operate to cover the Areas/Thana of Savar, Dhamrai, Mohammadpur, Adabor, Darus-Salam, Shah-Ali, Hazaribagh and Newmarket. Address of Passport Office: Dhaka West (Mohammadpur): Plot No: 698/4, Bosila Road, Mohammadpur, Dhaka 1207. If you are under the above-mentioned Areas/Thana and already have received appointment date after 25 February 2023 at Passport Office Agargaon, are requested to complete your biometric enrolment at Passport Office Dhaka West (Mohammadpur) instead of Agargaon Passport Office from 26 February 2023 as per the appointment date given in your application summary. Thank you for your cooperation. Kind regards. e-Passport and Automated Border Control Management Project Department of Immigration & Passport Dhaka","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: Functioning a new Regional Passport Office (RPO), Dhaka West (Mohammadpur) from 26 February 2023

###response: Answer: Last updated: 20 february 2023 Dear Applicant Thank you for submitting passport application. You will be happy to know that Department of Immigration & Passport (DIP) will start functioning a new Passport Office, Dhaka West (Mohammadpur) from 26 February 2023 for better citizen service. Passport Office, Dhaka West (Mohammadpur) will operate to cover the Areas/Thana of Savar, Dhamrai, Mohammadpur, Adabor, Darus-Salam, Shah-Ali, Hazaribagh and Newmarket. Address of Passport Office: Dhaka West (Mohammadpur): Plot No: 698/4, Bosila Road, Mohammadpur, Dhaka 1207. If you are under the above-mentioned Areas/Thana and already have received appointment date after 25 February 2023 at Passport Office Agargaon, are requested to complete your biometric enrolment at Passport Office Dhaka West (Mohammadpur) instead of Agargaon Passport Office from 26 February 2023 as per the appointment date given in your application summary. Thank you for your cooperation. Kind regards. e-Passport and Automated Border Control Management Project Department of Immigration & Passport Dhaka

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","Documents need to be carried while enrolment at Passport offices.","Required documents: 1.Printed application summary incl. appointment (if any) 2.Identification documents (NID card or Birth certificate) 3.Payment Slip 4.Previous Passport (if any) 5.GO/NOC for govt. service holder (if any) 6.Further documents depends on application nature/correction 7.Printed application form","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: Documents need to be carried while enrolment at Passport offices.

###response: Required documents: 1.Printed application summary incl. appointment (if any) 2.Identification documents (NID card or Birth certificate) 3.Payment Slip 4.Previous Passport (if any) 5.GO/NOC for govt. service holder (if any) 6.Further documents depends on application nature/correction 7.Printed application form

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","I did not receive the account activation email when using online application – what should I do?","This may have several reasons. Please check the following: Spam Folder: Sometimes emails are automatically put to the spam folder of your email account. Please check the spam folder first. You misspelled your email address during registration: in this case just start the account creation again and make sure to enter the correct email address.","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: I did not receive the account activation email when using online application – what should I do?

###response: This may have several reasons. Please check the following: Spam Folder: Sometimes emails are automatically put to the spam folder of your email account. Please check the spam folder first. You misspelled your email address during registration: in this case just start the account creation again and make sure to enter the correct email address.

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","Can I cancel or re-schedule an online appointment at passport office?","Yes this is possible. In order to cancel or re-schedule your online appointment please sign in to your ePassport Online Portal account and go to My Applications. There you see all applications with scheduled appointments. Open the application where your want to cancel / re-schedule. On the application summary page you can now cancel and re-schedule the appointment.","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: Can I cancel or re-schedule an online appointment at passport office?

###response: Yes this is possible. In order to cancel or re-schedule your online appointment please sign in to your ePassport Online Portal account and go to My Applications. There you see all applications with scheduled appointments. Open the application where your want to cancel / re-schedule. On the application summary page you can now cancel and re-schedule the appointment.

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","I can't get an appointment at my passport office in the near future - what can I do?","At the moment ePassport applications can only be done with a scheduled appointment. But the RPOs are working hard to expand the capacity over the next weeks. Please look up the appointment schedule frequently to see if new appointments can be made at your passport office.","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: I can't get an appointment at my passport office in the near future - what can I do?

###response: At the moment ePassport applications can only be done with a scheduled appointment. But the RPOs are working hard to expand the capacity over the next weeks. Please look up the appointment schedule frequently to see if new appointments can be made at your passport office.

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","Can I change the email address for my online application account?","No, the email address you used for registering your ePassport online account cannot be changed. In case you have issues with your existing email address you may create a new account at the ePassport online portal with a different email address.","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: Can I change the email address for my online application account?

###response: No, the email address you used for registering your ePassport online account cannot be changed. In case you have issues with your existing email address you may create a new account at the ePassport online portal with a different email address.

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","Can I change the mobile number registered in my online application account?","Yes, this is possible. Just sign in to your ePassport online account. Click on the account name and select “Account data”. Now you can do the following: Activate or de-activate the SMS notification function Enter a new mobile number where you want to receive the automated status notifications. Please note: An individual mobile number can only be used for one ePassport online account.","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: Can I change the mobile number registered in my online application account?

###response: Yes, this is possible. Just sign in to your ePassport online account. Click on the account name and select “Account data”. Now you can do the following: Activate or de-activate the SMS notification function Enter a new mobile number where you want to receive the automated status notifications. Please note: An individual mobile number can only be used for one ePassport online account.

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","Some of my data changed compared to my previous passport - how can I apply?","It is normal that some data may change over time e.g. present address, profession, emergency contact information or marital status. Here is what you need to do: Please submit the most recent data with your ePassport application. These changes are handled in the passport office when you are enrolled for the ePassport. IMPORTANT: for the following changes you have to provide according documents: Change of profession: provide Professional Certificate / Student ID (if applicable) Change of marital status: provide Marriage Certificate Change of name, date of birth, place of birth, fathers or mothers name: provide all required official documents like NID/BRC, previous passport (if available), further documents. These are checked by the passport office during enrolment and may be subject for deeper checks with according Bangladesh authorities. In such case processing of the application may take more time. If your present address is different from the present address in your previous passport the ePassport application can only be processed by the passport office of the new present address. Please make sure you have the new present address stated in your application. This may be subject for Special Branch Police verification. If your new address cannot be verified that application may be cancelled, paid passport fees are not reimbursed in this case.","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: Some of my data changed compared to my previous passport - how can I apply?

###response: It is normal that some data may change over time e.g. present address, profession, emergency contact information or marital status. Here is what you need to do: Please submit the most recent data with your ePassport application. These changes are handled in the passport office when you are enrolled for the ePassport. IMPORTANT: for the following changes you have to provide according documents: Change of profession: provide Professional Certificate / Student ID (if applicable) Change of marital status: provide Marriage Certificate Change of name, date of birth, place of birth, fathers or mothers name: provide all required official documents like NID/BRC, previous passport (if available), further documents. These are checked by the passport office during enrolment and may be subject for deeper checks with according Bangladesh authorities. In such case processing of the application may take more time. If your present address is different from the present address in your previous passport the ePassport application can only be processed by the passport office of the new present address. Please make sure you have the new present address stated in your application. This may be subject for Special Branch Police verification. If your new address cannot be verified that application may be cancelled, paid passport fees are not reimbursed in this case.

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","I deleted my account but now want to submit a new application with my NID or BRC number - but it does not work. What can I do?","As soon as an ePassport application is submitted you cannot change the application data in the online portal. Even if you delete the account and open a new one. After deleting your account you cannot access your application details, appointment scheduling or other information. What you need to do if you already have a scheduled appointment: Please visit your passport office at the date and time of the appointment. During the enrolment for the passport mistakes in your application data can be corrected. The correct data needs to be proven by NID/BRC or previous passport (if available) or with other official documents (e.g. professional certificate, marriage certificate). You need to provide at least your online registration ID (OID) which was also submitted to you by email. With this number your application can be processed. What you need to do if you don't have an appointment scheduled: After deleting an application you cannot schedule an appointment for this applicant anymore. But currently RPOs only process applications by appointment. What you can do: a) If you did not make the payment yet: your application will expire automatically within 200 days after submission of the registration. Afterwards you can submit a new registration with your NID or BRC no. b) If you made the payment already online when submitting the online registration: in this case please contact your RPO for a solution.","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: I deleted my account but now want to submit a new application with my NID or BRC number - but it does not work. What can I do?

###response: As soon as an ePassport application is submitted you cannot change the application data in the online portal. Even if you delete the account and open a new one. After deleting your account you cannot access your application details, appointment scheduling or other information. What you need to do if you already have a scheduled appointment: Please visit your passport office at the date and time of the appointment. During the enrolment for the passport mistakes in your application data can be corrected. The correct data needs to be proven by NID/BRC or previous passport (if available) or with other official documents (e.g. professional certificate, marriage certificate). You need to provide at least your online registration ID (OID) which was also submitted to you by email. With this number your application can be processed. What you need to do if you don't have an appointment scheduled: After deleting an application you cannot schedule an appointment for this applicant anymore. But currently RPOs only process applications by appointment. What you can do: a) If you did not make the payment yet: your application will expire automatically within 200 days after submission of the registration. Afterwards you can submit a new registration with your NID or BRC no. b) If you made the payment already online when submitting the online registration: in this case please contact your RPO for a solution.

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","I have received an e-mail for collection of a new Passport from Passport office but I didn’t receive a message through mobile. Can I collect my passport?","Yes, you can collect passport.","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: I have received an e-mail for collection of a new Passport from Passport office but I didn’t receive a message through mobile. Can I collect my passport?

###response: Yes, you can collect passport.

"
"You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 
","Answer: When you will go to Passport office for enrollment/finger print for passport you have to carry following documents?","1.PRL Order copy 2.NID 3.Previous Passport 4.Hard copy of Application Form 5.Print Summary 6.Payment Slip","###instruction: You are an AI customer service agent for a2i ( Aspire to Innovate ) government service, Bangladesh, capable of engaging in casual conversation and providing informations about bangladeshi governmental services such as passport, NID, birth cerficate, driviing license based on a provided context.
If the necessary information is not available within the context, kindly respond with ""Sorry, I don't have this information. Do you want to talk with customer care agent?"" Avoid making up answers or utilizing external knowledge.
If the user question is ambiguous, ask follow-up questions to clarify their needs. Be mindful that the transcription of human input could contain errors due to misinterpretation of similar-sounding words or phrases.
Your responses should be concise, simple, and easy to comprehend. 


###question: Answer: When you will go to Passport office for enrollment/finger print for passport you have to carry following documents?

###response: 1.PRL Order copy 2.NID 3.Previous Passport 4.Hard copy of Application Form 5.Print Summary 6.Payment Slip

"
